estimate,stderr,z,p,min95,max95,to_year
16.74654641911996,6.946675483516658,2.410728190608129,.0159207085062345,3.131312659139947,30.36178017909997,-4
16.99124589694018,7.668555321169063,2.21570363456019,.0267118058266621,1.961153653995831,32.02133813988453,-3
22.18710536770542,8.635922977225674,2.569164341346768,.0101944098687589,5.261007359081187,39.11320337632965,-2
31.91044490294518,9.704810382992234,3.288105964323478,.001008638680121,12.88936607549004,50.93152373040032,-1
33.59242301488509,10.66712239013999,3.149155112904281,.0016374325795329,12.68524731152989,54.49959871824029,0
61.42962754836778,21.97837814896661,2.795002758256579,.0051899272392068,18.35279793779114,104.5064571589444,1
96.39140063857349,34.01871611497099,2.833481437477103,.0046043982047156,29.71594225293802,163.066859024209,2
149.287781541694,47.10457446477255,3.169284156326256,.0015281491364107,56.96451208365471,241.6110509997333,3
226.7089148130094,61.83961373216332,3.66607908960945,.0002462977803439,105.5054990801007,347.9123305459181,4
319.4749215114462,78.5323409745223,4.068068232106964,.0000474045016678,165.5543615797634,473.395481443129,5
441.4224212814655,97.36587446826069,4.533646143396579,5.79741213312e-06,250.5888140004266,632.2560285625044,6
579.5432828825967,118.4630742203684,4.892185068610611,9.97226061575e-07,347.3599239127794,811.726641852414,7
739.4504390906551,141.303031614125,5.233082621397473,1.66706177746e-07,462.5015862206455,1016.399291960665,8
915.8634124247792,160.6853562226865,5.699731661642681,1.19996158104e-08,600.9259013853246,1230.800923464234,9
1098.379526969683,183.6304728447472,5.981466528697132,2.21137503651e-09,738.4704137299182,1458.288640209448,10
