estimate,stderr,z,p,min95,max95,to_year
.0354321898740251,.0230201079721905,1.539184347737595,.1237592977004464,-.0096863926716917,.0805507724197419,-4
.0532248794544702,.0244917971165515,2.173171662380826,.0297673997291474,.0052218391893673,.1012279197195731,-3
.0609950200481961,.0263238832527678,2.317098106784181,.0204983881271761,.0094011569395341,.1125888831568581,-2
.0664323087646439,.0283863108200191,2.340293854522066,.0192685724713467,.0107961619034468,.122068455625841,-1
.0943987724723974,.0307914202648103,3.065749213922436,.0021712534742637,.0340486977205325,.1547488472242623,0
.2086450265948857,.0614575544138251,3.394945154992211,.000686423496336,.0881904333658779,.3290996198238935,1
.3267375363702411,.0915599921667901,3.568562301480328,.0003589455054324,.1472832492985632,.506191823441919,2
.498154004432096,.1205557674649163,4.132145768779306,.000035939237267,.2618690420722744,.7344389667919176,3
.7010136069760228,.149857504112469,4.677867892754358,2.89873192834e-06,.4072982961025206,.9947289178495249,4
.9619808428899423,.1797774825593431,5.350952906865853,8.74922903695e-08,.6096234518423522,1.314338233937532,5
1.235643094612644,.2097030208139483,5.892347615292226,3.80747160149e-09,.8246327263680522,1.646653462857236,6
1.51868057060093,.2395118515214086,6.340732456260871,2.28675354071e-10,1.049245967748464,1.988115173453396,7
1.800598947720099,.268106498337754,6.715983979812934,1.86801317510e-11,1.275119866956953,2.326078028483245,8
2.08379858352325,.2963057394842207,7.032596085214271,2.02725604146e-12,1.50305000572167,2.66454716132483,9
2.371497119571685,.3231817772260915,7.337966700742021,2.16863103485e-13,1.738072475748899,3.004921763394472,10
