estimate,stderr,z,p,min95,max95,to_year
20.80529126035291,5.536726274017892,3.757688249459897,.0001714903459758,9.953507171021197,31.65707534968462,-4
20.46508819686153,6.264525257449201,3.266821882875533,.0010876208677681,8.18684431201959,32.74333208170347,-3
20.53971955260886,6.781512453318808,3.02878151356294,.0024554219054025,7.248199383394137,33.83123972182359,-2
30.3986252167879,7.855779697998273,3.869587282919067,.0001090197472975,15.00157993823035,45.79567049534545,-1
25.81140799727988,9.148832339960709,2.821278939011656,.0047832591526748,7.880026110361584,43.74278988419817,0
61.4052126557883,19.67633103148457,3.120765378338692,.001803816869154,22.84031248619069,99.97011282538591,1
112.9804269260016,31.36022967539592,3.602665799818483,.0003149703725916,51.51550621532137,174.4453476366818,2
192.0654210831152,44.81458649573776,4.285779164812381,.0000182099813839,104.2304455694141,279.9003965968163,3
302.7875406832662,59.89264452076796,5.05550461339662,4.29254251120e-07,185.4001144837008,420.1749668828315,4
425.6667345458841,76.37764941897039,5.573184534796099,2.50124376290e-08,275.9692924608755,575.3641766308926,5
583.8337294552625,94.95711031303853,6.14839402263378,7.82713971020e-10,397.7212131657101,769.946245744815,6
755.272447096399,114.0554397979363,6.621976544340718,3.54427306843e-11,531.7278928515676,978.8170013412304,7
953.5833365804061,133.5809630199028,7.138617023133209,9.42745917140e-13,691.7694600412199,1215.397213119592,8
1118.949017578254,143.5496800627012,7.794855530778665,6.44822104238e-15,837.5968146631122,1400.301220493396,9
1287.909794328634,154.9676438203616,8.310830329340094,9.50347265737e-17,984.1787936716943,1591.640794985574,10
