estimate,stderr,z,p,min95,max95,to_year
.1667523463625478,.0823331351849013,2.025337016355084,.0428327700164955,.0053823666658737,.3281223260592219,-4
.1875424841655046,.0958632191708667,1.956354958529283,.0504233541824444,-.0003459728514638,.375430941182473,-3
.2480003196976476,.0990358838319258,2.504146074149548,.0122747344774217,.0538935542099805,.4421070851853147,-2
.1402008921484479,.1049457321812812,1.3359370527452,.1815698487797762,-.0654889632580493,.3458907475549451,-1
.2438343522880086,.1065928093598592,2.287530967167021,.0221648500532917,.0349162849317406,.4527524196442765,0
.9529466538576918,.2192408434775098,4.346574473726869,.000013828011463,.5232424967015896,1.382650811013794,1
1.573815850282624,.3368227804945644,4.672533870695311,2.97506435604e-06,.9136553313406378,2.23397636922461,2
2.111093483887351,.4766807815361616,4.428736306683262,9.47868270158e-06,1.176816319954069,3.045370647820633,3
2.768088336966633,.6046888722578911,4.577706757907864,4.70101060196e-06,1.582919925489025,3.95325674844424,4
3.30510337191781,.7379418477551831,4.478812770914028,7.50593311231e-06,1.858763927632711,4.751442816202908,5
3.853782185927871,.8860371208326642,4.349459063640847,.0000136473755909,2.117181340130286,5.590383031725457,6
4.381415255213128,1.026325954489964,4.269028992246898,.0000196325752176,2.369853348014103,6.392977162412151,7
5.022494067459445,1.171310388787465,4.287927534441751,.0000180347905308,2.726767890718405,7.318220244200486,8
5.738068697355176,1.322564563728152,4.338592500301266,.000014339812842,3.14588978521907,8.330247609491282,9
6.334276717807821,1.473819238472444,4.297865404697154,.0000172450822492,3.445644090679583,9.22290934493606,10
6.960595660373941,1.623356341523284,4.287780496697621,.0000180467294935,3.7788756969136,10.14231562383428,11
7.693943900346507,1.761560250748397,4.367687053041611,.0000125569241194,4.241349252282303,11.14653854841071,12
8.429185443443799,1.909304663928392,4.414793302867003,.0000101106548636,4.687017066629799,12.1713538202578,13
9.12727100549724,2.042799175237019,4.468021681298278,7.89463059632e-06,5.123458194384558,13.13108381660992,14
9.786647717906687,2.182070204106539,4.485028804063563,7.29040854409e-06,5.509868706119907,14.06342672969347,15
