estimate,stderr,z,p,min95,max95,to_year
.0595233182052736,.1529219246547433,.3892399231808081,.697098673069526,-.240198146564571,.3592447829751182,-4
.2531665364741923,.1484656598153934,1.705219488392043,.0881534966693288,-.0378208097049544,.544153882653339,-3
.1886763035257887,.1667648767230682,1.131391137230335,.2578905001347846,-.1381768487376868,.5155294557892642,-2
-.0442148522745364,.267810560405108,-.1650974935702837,.8688672457819377,-.5691139053480365,.4806842007989637,-1
.0691985698007443,.1632260503207695,.4239431736830995,.6716072568382245,-.2507186101666863,.3891157497681749,0
.180675199608889,.3918762912828231,.4610516217182758,.6447615695351554,-.5873882177005716,.9487386169183496,1
.2970421792925559,.6548016613051723,.4536368748675463,.6500902081695018,-.9863454938825762,1.580429852467688,2
.3668467379282521,1.069164754796146,.3431152554202909,.7315117548484732,-1.728677675011791,2.462371150868295,3
.4577884257554568,1.52104909913311,.3009688681426284,.7634382341217629,-2.523413027262533,3.438989878773447,4
.4804465431458836,1.889913483016587,.2542161572280116,.7993285688830511,-3.223715817463277,4.184608903755044,5
.5698829476078938,2.352536021970353,.2422419645377382,.8085926801616287,-4.041002927787126,5.180768823002914,6
.6582518361055213,2.811218067587678,.2341518232594353,.8148671148352107,-4.851634329054614,6.168138001265658,7
1.018875164165405,3.185221277030612,.3198757874414428,.7490624931273429,-5.224043821605271,7.261794149936081,8
1.223451669649238,3.550581870716159,.3445777943440198,.7304118020518584,-5.735560921115283,8.182464260413759,9
1.819323263416321,4.017753827053604,.4528209894707538,.6506776482750584,-6.055329536356711,9.693976063189352,10
2.330657828241807,4.436197111536788,.5253729195622736,.5993239751216763,-6.364128738690913,11.02544439517453,11
2.708588977093461,4.905542545648167,.5521487076890853,.5808464730144358,-6.906097737005879,12.3232756911928,12
3.242802118965016,5.287800980887826,.613261000307267,.5397037761456057,-7.121097360990691,13.60670159892072,13
3.975804424305134,5.676071320389028,.7004500472049459,.4836462907023744,-7.149090937338068,15.10069978594833,14
4.577077968688716,6.148808129059556,.7443845819577993,.45664384387819,-7.474364512115123,16.62852044949256,15
