estimate,stderr,z,p,min95,max95,to_year
.037501632677764,.0572240155972522,.6553477991077017,.5122438523266991,-.0746553769436085,.1496586422991365,-4
.0629414963052476,.0794670208640211,.7920455003963103,.4283341461403049,-.0928110025469267,.2186939951574219,-3
.0956284865130506,.055861127593211,1.711896816860401,.0869156854057523,-.0138573117054396,.2051142847315408,-2
.1031750471495922,.0666432147129586,1.548170321524571,.1215812948417753,-.0274432535017766,.2337933478009609,-1
.0788354024710809,.0712080386300326,1.107113803269838,.268244728390059,-.0607297886535198,.2184005935956816,0
.0505952252234771,.1061771336380297,.4765171510088242,.6337059914829359,-.1575081326887573,.2586985831357115,1
.18205681889287,.1746946191404317,1.042143254260854,.2973452672564652,-.1603383429153176,.5244519807010576,2
.2300880184385073,.221201071323629,1.040175877366688,.298258196563993,-.2034581146974813,.6636341515744959,3
.3779898138374874,.2576452215424991,1.467094214185289,.1423504278525224,-.1269855411746539,.8829651688496287,4
.361061039659095,.3179310956089163,1.135658149347028,.2560996621668272,-.2620724572997414,.9841945366179313,5
.4377408047778896,.4071780214596448,1.075060002523427,.2823478653130946,-.3603134525792912,1.23579506213507,6
.5409700145852164,.4786702851240477,1.130151654274975,.2584123272262594,-.3972065047274357,1.479146533897869,7
.6753187923755745,.5504384217773245,1.226874370787963,.2198698127362146,-.4035206900150491,1.754158274766198,8
.8518159928657734,.6144919826982692,1.386211727491384,.1656822615164878,-.352566162011444,2.05619814774299,9
1.047418912660461,.7100476759563275,1.47513885071132,.1401752173125058,-.3442489595203073,2.439086784841229,10
1.211733467536686,.7854806850883672,1.542664880932578,.122912107026986,-.3277803857883612,2.751247320861733,11
1.370167889030877,.8521706511007086,1.607856228398732,.1078666702958613,-.3000558958085595,3.040391673870314,12
1.526631385706558,.9508540739324178,1.605536987808146,.108375680002294,-.3370083537541664,3.390271125167283,13
1.820556605212404,1.022101062335889,1.781190405038559,.0748813506038675,-.182724665526067,3.823837875950875,14
2.215333989466544,1.09300065589299,2.026836834472528,.0426791020906656,.073092068837628,4.35757591009546,15
